empId,passengerId,testDate,testTime,testResult
M8,752-06-7432,2020-03-17,23:34:17,negative
M9,749-07-4794,2020-03-17,12:08:00,negative
M10,358-45-9603,2020-03-17,9:37:26,negative
M1,458-31-0961,2020-03-17,9:19:58,positive
M2,277-68-2713,2020-03-17,12:21:47,negative
M3,468-38-1643,2020-03-17,11:45:44,negative
M4,108-45-2566,2020-03-17,22:13:28,positive
M5,193-41-8997,2020-03-17,13:42:29,negative
M6,508-41-4091,2020-03-17,0:00:26,positive
M7,497-10-5363,2020-03-17,18:37:31,negative
M8,550-33-5993,2020-03-17,16:24:22,positive
M9,285-49-5210,2020-03-17,2:42:06,negative
M10,884-55-8999,2020-03-17,16:33:27,negative
M1,665-09-4988,2020-03-17,3:02:38,positive
M2,219-10-5790,2020-03-17,0:38:55,negative
M5,498-16-6067,2020-03-17,16:11:48,positive
M6,583-29-8034,2020-03-17,3:45:29,positive
M7,440-49-1988,2020-03-17,19:10:54,negative
M8,753-30-1246,2020-03-17,6:49:36,positive
M9,884-57-2739,2020-03-17,21:50:13,positive
M10,188-36-2369,2020-03-17,19:06:24,positive
M9,319-78-7153,2020-03-17,14:33:25,negative
M10,480-85-9936,2020-03-17,15:02:31,positive
M1,690-89-4716,2020-03-17,20:13:27,negative
M2,566-67-6324,2020-03-17,11:11:28,negative
M3,497-83-7823,2020-03-17,9:15:29,positive
M4,785-50-1262,2020-03-17,14:00:56,positive
M5,559-71-4321,2020-03-17,13:25:39,negative
M6,471-84-9809,2020-03-17,17:53:35,negative
M7,653-83-3759,2020-03-17,20:30:31,negative
M8,872-75-0826,2020-03-17,18:30:33,positive
M5,323-08-9287,2020-03-17,17:40:32,positive
M6,288-35-5789,2020-03-17,2:43:24,positive
M7,633-95-1437,2020-03-17,17:16:21,positive
M8,270-64-0313,2020-03-17,14:57:16,positive
M9,482-38-7791,2020-03-17,12:55:49,negative
M10,683-43-0165,2020-03-17,3:46:55,negative
M5,549-39-2470,2020-03-17,6:57:03,positive
M6,136-07-6319,2020-03-17,18:54:47,negative
M7,331-41-8369,2020-03-17,8:07:57,positive
M8,266-83-0010,2020-03-17,4:01:32,positive
M9,302-27-9137,2020-03-17,23:19:07,positive
M10,575-63-1516,2020-03-17,9:42:13,positive
M1,576-69-8008,2020-03-17,9:13:20,negative
M2,170-98-2263,2020-03-17,21:26:37,positive
M3,126-83-4463,2020-03-17,8:07:44,positive
M4,311-37-7873,2020-03-17,15:54:44,positive
M5,185-34-5310,2020-03-17,4:30:55,negative
M6,588-85-8792,2020-03-17,4:50:47,negative
M7,513-31-2059,2020-03-17,14:06:55,positive
M8,677-19-7420,2020-03-17,4:25:13,negative
M9,879-84-0265,2020-03-17,9:13:04,negative
M10,347-07-1921,2020-03-17,9:03:06,positive
M1,730-53-8012,2020-03-17,4:26:02,positive
M2,627-47-4426,2020-03-17,23:09:02,positive
M3,308-25-3136,2020-03-17,17:37:35,negative
M4,344-75-3720,2020-03-17,16:56:09,positive
M5,733-14-7641,2020-03-17,23:35:34,negative
M5,766-26-9562,2020-03-17,7:56:04,positive
M6,298-74-4994,2020-03-17,20:44:29,positive
M7,276-33-4938,2020-03-17,9:52:15,negative
M8,230-09-9868,2020-03-17,0:13:37,negative
M9,741-04-0328,2020-03-17,16:26:44,positive
M10,868-46-8360,2020-03-17,6:46:27,negative
M2,306-89-1409,2020-03-17,19:24:12,negative
M3,493-02-1524,2020-03-17,2:48:42,negative
M5,624-29-9345,2020-03-17,7:10:53,negative
M6,482-81-3291,2020-03-17,3:21:44,negative
M7,174-67-8572,2020-03-17,16:09:10,positive
M8,446-99-8771,2020-03-17,5:41:31,negative
M9,777-51-3820,2020-03-17,5:13:27,negative
M10,405-80-1749,2020-03-17,11:07:47,negative
M10,872-99-1969,2020-03-17,20:23:57,positive
M5,462-37-4217,2020-03-17,21:10:14,positive
M6,462-41-3749,2020-03-17,1:21:46,positive
M7,192-94-6209,2020-03-17,20:57:04,positive
M8,483-55-6757,2020-03-17,2:44:38,positive
M9,354-71-9241,2020-03-17,16:12:23,positive
M10,717-50-1348,2020-03-17,13:49:01,positive
M7,498-70-2255,2020-03-17,17:26:14,negative
M8,368-52-0722,2020-03-17,9:44:04,positive
M9,175-14-7892,2020-03-17,20:50:47,negative
M10,174-78-6208,2020-03-17,8:06:59,positive
M1,804-45-3314,2020-03-17,18:52:07,positive
M2,756-21-3351,2020-03-17,2:10:01,positive
M3,702-96-4574,2020-03-17,1:44:41,positive
M4,763-63-7242,2020-03-17,23:54:14,positive
M5,513-23-0796,2020-03-17,11:10:41,positive
M6,277-27-2818,2020-03-17,2:17:07,negative
M7,573-40-7682,2020-03-17,23:42:01,positive
M8,262-14-4262,2020-03-17,8:50:55,negative
M9,268-52-4620,2020-03-17,6:40:40,negative
M10,165-01-7989,2020-03-17,4:01:39,negative
M1,811-03-7506,2020-03-17,4:30:07,positive
M2,843-64-6054,2020-03-17,0:36:05,positive
M3,188-41-2829,2020-03-17,12:53:59,positive
M4,386-30-2326,2020-03-17,21:26:26,negative
M5,543-49-9075,2020-03-17,1:15:32,negative
M6,540-10-8280,2020-03-17,22:55:10,positive
M7,635-88-2186,2020-03-17,9:42:22,positive
M8,605-19-2117,2020-03-17,10:45:24,positive
M9,564-92-0383,2020-03-17,1:35:17,negative
M10,477-48-8532,2020-03-17,5:27:06,positive
M5,630-26-4405,2020-03-17,17:55:54,negative
M6,597-30-6237,2020-03-17,1:04:26,positive
M7,582-34-0140,2020-03-17,11:05:33,negative
M8,206-91-3926,2020-03-17,20:47:48,positive
M9,405-69-7717,2020-03-17,10:18:27,positive
M10,826-74-3994,2020-03-17,21:55:26,positive
M7,383-47-3459,2020-03-17,19:50:53,negative
M8,534-75-1679,2020-03-17,9:12:06,negative
M9,544-86-6088,2020-03-17,14:42:31,positive
M10,627-15-5618,2020-03-17,17:12:50,negative
M1,378-38-7721,2020-03-17,1:03:36,negative
M2,243-33-2207,2020-03-17,20:38:30,positive
M3,775-18-8628,2020-03-17,11:36:57,positive
M4,569-83-1325,2020-03-17,15:39:10,negative
M5,743-30-8760,2020-03-17,22:55:45,negative
M6,715-13-6177,2020-03-17,2:52:13,negative
M7,891-96-9820,2020-03-17,9:40:58,positive
M5,135-31-3210,2020-03-17,9:49:42,positive
M6,332-84-4699,2020-03-17,10:31:44,positive
M7,231-11-1854,2020-03-17,1:00:28,negative
M8,856-78-1727,2020-03-17,19:23:12,negative
M9,424-78-2525,2020-03-17,15:45:17,positive
M10,688-99-7601,2020-03-17,12:25:21,negative
M4,245-61-9644,2020-03-17,6:05:12,negative
M5,107-35-7458,2020-03-17,0:39:55,positive
M6,836-11-2091,2020-03-17,23:29:05,positive
M7,194-16-3279,2020-03-17,3:58:38,positive
M8,336-25-9039,2020-03-17,2:46:04,positive
M9,760-05-3164,2020-03-17,16:42:41,positive
M10,877-60-8038,2020-03-17,4:25:48,positive
M1,398-22-4550,2020-03-17,22:14:40,negative
M2,469-66-4346,2020-03-17,0:07:51,positive
M3,301-44-2755,2020-03-17,21:54:37,positive
M4,612-02-3783,2020-03-17,5:39:04,negative
M5,841-68-0834,2020-03-17,13:54:59,negative
M6,494-32-5353,2020-03-17,12:46:54,negative
M7,188-65-1349,2020-03-17,10:09:55,positive
M8,173-52-3101,2020-03-17,13:29:07,negative
M9,249-50-2607,2020-03-17,14:52:04,positive
M10,341-66-0188,2020-03-17,10:02:24,negative
M1,316-79-9916,2020-03-17,13:49:57,negative
M2,791-53-3137,2020-03-17,12:00:34,positive
M3,355-69-1351,2020-03-17,12:11:44,positive
M5,297-50-9542,2020-03-17,21:53:58,negative
M6,645-88-0794,2020-03-17,3:20:40,positive
M7,781-15-4149,2020-03-17,2:48:08,negative
M8,563-53-9381,2020-03-17,19:56:35,negative
M9,500-87-0090,2020-03-17,14:16:49,negative
M10,178-08-3621,2020-03-17,0:25:45,negative
M10,842-97-3494,2020-03-17,18:09:23,positive
M1,406-16-5487,2020-03-17,1:32:45,positive
M2,868-28-4992,2020-03-17,13:41:56,positive
M3,201-43-2973,2020-03-17,23:19:49,negative
M4,689-72-9249,2020-03-17,2:12:56,positive
M5,369-30-4506,2020-03-17,4:51:51,positive
M6,255-24-5094,2020-03-17,4:40:28,negative
M5,286-05-9819,2020-03-17,22:21:43,negative
M6,209-67-7487,2020-03-17,15:41:52,negative
M7,573-70-9499,2020-03-17,4:33:28,positive
M8,849-93-3593,2020-03-17,11:47:00,negative
M9,632-92-1875,2020-03-17,16:33:41,positive
M10,396-16-6224,2020-03-17,17:05:06,negative
M3,577-90-4012,2020-03-17,4:01:37,positive
M4,134-27-7909,2020-03-17,16:21:06,negative
M5,411-85-0012,2020-03-17,15:41:08,positive
M6,306-91-2420,2020-03-17,1:29:24,positive
M7,426-20-3209,2020-03-17,7:23:07,positive
M8,246-90-9690,2020-03-17,11:22:21,negative
M5,235-89-9460,2020-03-17,5:29:10,positive
M6,757-28-7626,2020-03-17,7:48:27,positive
M7,846-87-6547,2020-03-17,19:36:16,positive
M8,582-80-5743,2020-03-17,19:18:50,negative
M9,753-72-7141,2020-03-17,22:33:09,positive
M10,185-94-8981,2020-03-17,18:57:50,positive
M5,220-50-9478,2020-03-17,12:36:03,positive
M6,884-67-8935,2020-03-17,7:53:48,negative
M7,616-47-7883,2020-03-17,3:14:50,negative
M8,311-69-4285,2020-03-17,16:38:59,negative
M9,416-45-4821,2020-03-17,20:03:45,positive
M10,804-50-1049,2020-03-17,18:52:50,negative
M1,855-18-4980,2020-03-17,22:10:56,positive
M2,577-47-1862,2020-03-17,9:21:57,positive
M3,669-06-8482,2020-03-17,2:43:25,positive
M4,489-52-7834,2020-03-17,18:26:05,negative
M5,263-30-1069,2020-03-17,12:37:06,positive
M6,351-30-3155,2020-03-17,3:32:26,negative
M7,174-30-8424,2020-03-17,19:03:56,negative
M8,179-14-5137,2020-03-17,9:47:31,negative
M9,386-53-7055,2020-03-17,17:59:11,positive
M10,770-68-9180,2020-03-17,18:43:10,negative
M1,531-64-4112,2020-03-17,0:22:54,positive
M2,427-42-9895,2020-03-17,3:19:36,negative
M3,204-85-2819,2020-03-17,16:53:24,negative
M5,288-94-6355,2020-03-17,4:18:31,positive
M6,207-42-7140,2020-03-17,21:00:00,positive
M7,470-28-6295,2020-03-17,9:35:47,negative
M8,450-05-7272,2020-03-17,4:14:07,positive
M9,822-06-7943,2020-03-17,21:29:15,positive
M10,681-96-9131,2020-03-17,9:31:27,negative
M10,737-28-9057,2020-03-17,7:47:08,negative
M1,553-87-4601,2020-03-17,7:36:59,negative
M2,758-70-9343,2020-03-17,23:46:28,negative
M3,110-95-9685,2020-03-17,4:37:11,negative
M4,844-95-7471,2020-03-17,9:18:22,negative
M5,258-39-1201,2020-03-17,9:58:09,positive
M6,749-45-5279,2020-03-17,9:14:42,positive
M7,284-89-7668,2020-03-17,8:28:58,negative
M5,202-56-5096,2020-03-17,10:04:21,positive
M6,531-93-8802,2020-03-17,2:48:05,negative
M7,579-79-8402,2020-03-17,5:58:08,negative
M8,351-33-0998,2020-03-17,7:12:30,positive
M9,745-43-8193,2020-03-17,3:00:58,negative
M10,406-54-4350,2020-03-17,12:45:19,negative
M4,711-04-2343,2020-03-17,2:48:35,positive
M5,833-91-1999,2020-03-17,17:19:51,negative
M6,748-06-0917,2020-03-17,8:57:16,positive
M7,609-68-2318,2020-03-17,14:32:46,negative
M8,399-73-5089,2020-03-17,15:20:25,negative
M9,588-24-8989,2020-03-17,4:28:46,positive
M10,678-55-3590,2020-03-17,2:10:40,positive
M1,429-22-2217,2020-03-17,22:55:13,positive
M2,810-48-8710,2020-03-17,0:22:42,positive
M3,776-81-9053,2020-03-17,20:31:52,positive
M4,232-61-6632,2020-03-17,22:04:06,negative
M5,899-30-1664,2020-03-17,2:55:25,negative
M6,745-10-2422,2020-03-17,7:23:29,negative
M7,446-03-6696,2020-03-17,4:53:34,positive
M5,759-37-1352,2020-03-17,1:19:43,positive
M6,246-66-9321,2020-03-17,17:25:50,positive
M7,595-66-7310,2020-03-17,8:38:02,positive
M8,800-04-3306,2020-03-17,10:25:37,positive
M9,497-78-1307,2020-03-17,4:33:06,negative
M10,112-21-4059,2020-03-17,20:06:14,negative
M4,448-15-7200,2020-03-17,21:11:49,positive
M5,816-40-5759,2020-03-17,10:58:31,positive
M6,352-33-9969,2020-03-17,8:37:51,negative
M7,273-98-4499,2020-03-17,21:39:42,positive
M8,688-76-5012,2020-03-17,0:09:05,positive
M9,460-69-3409,2020-03-17,4:35:14,negative
M10,437-98-9387,2020-03-17,1:42:44,negative
M1,371-20-4171,2020-03-17,14:33:22,positive
M2,402-79-7973,2020-03-17,11:04:50,negative
M3,798-87-2762,2020-03-17,2:06:31,negative
M4,145-75-0279,2020-03-17,6:47:26,negative
M5,480-71-1278,2020-03-17,19:38:43,negative
M6,176-11-3531,2020-03-17,18:04:39,negative
M7,543-99-8290,2020-03-17,16:15:12,negative
M8,538-33-5308,2020-03-17,14:12:32,negative
M9,722-52-4126,2020-03-17,23:41:26,positive
M10,629-96-2205,2020-03-17,18:36:43,negative
M1,488-42-4367,2020-03-17,22:14:08,positive
M2,581-43-8909,2020-03-17,0:38:02,positive
M3,691-06-9776,2020-03-17,4:12:00,negative
M5,462-04-0241,2020-03-17,7:32:12,negative
M6,704-70-4400,2020-03-17,12:32:43,negative
M7,657-70-4279,2020-03-17,11:42:26,negative
M8,271-84-4988,2020-03-17,1:58:20,positive
M9,723-12-0905,2020-03-17,18:05:28,negative
M10,288-50-6583,2020-03-17,15:25:50,positive
M10,597-35-4802,2020-03-17,5:04:51,positive
M1,584-75-6677,2020-03-17,7:04:41,negative
M2,128-14-1724,2020-03-17,14:25:55,negative
M3,774-13-4471,2020-03-17,13:07:20,positive
M4,132-14-7905,2020-03-17,3:58:58,positive
M5,102-37-9242,2020-03-17,21:19:55,positive
M6,623-71-3973,2020-03-17,1:53:37,negative
M7,306-25-0216,2020-03-17,2:26:09,positive
M8,454-40-6328,2020-03-17,23:54:34,negative
M9,761-55-9149,2020-03-17,18:21:12,negative
M10,754-56-7805,2020-03-17,13:53:02,negative
M1,628-29-5480,2020-03-17,20:44:29,positive
M2,281-72-0763,2020-03-17,6:41:53,positive
M3,738-06-0060,2020-03-17,10:04:48,negative
M4,615-84-5767,2020-03-17,21:26:36,positive
M5,760-64-1629,2020-03-17,15:09:38,negative
M6,676-14-5728,2020-03-17,0:46:38,negative
M7,495-86-8431,2020-03-17,8:41:29,positive
M8,454-38-0119,2020-03-17,17:20:50,positive
M9,582-33-6088,2020-03-17,13:34:02,positive
M10,371-71-7712,2020-03-17,21:14:05,negative
M1,739-07-2877,2020-03-17,22:46:55,negative
M2,344-61-7528,2020-03-17,17:06:55,negative
M3,533-87-5460,2020-03-17,6:54:03,negative
M4,686-98-4767,2020-03-17,2:55:50,negative
M5,512-96-6705,2020-03-17,9:17:00,negative
M6,108-85-8966,2020-03-17,23:42:43,negative
M5,393-11-2471,2020-03-17,7:42:57,positive
M6,200-67-8264,2020-03-17,8:33:36,negative
M7,483-69-9575,2020-03-17,12:30:48,negative
M8,323-28-6391,2020-03-17,18:11:48,positive
M9,580-89-7487,2020-03-17,11:49:04,negative
M10,519-50-9879,2020-03-17,10:46:29,negative
M3,323-28-7411,2020-03-17,13:54:34,negative
M4,521-29-2713,2020-03-17,0:29:53,positive
M5,111-85-6312,2020-03-17,12:00:11,negative
M6,784-83-6646,2020-03-17,8:18:41,negative
M7,328-99-9223,2020-03-17,3:19:46,positive
M8,275-07-1103,2020-03-17,23:49:45,positive
M9,247-14-8315,2020-03-17,6:14:41,positive
M10,351-67-9865,2020-03-17,15:09:42,positive
M1,544-90-7912,2020-03-17,11:13:27,positive
M2,527-72-7611,2020-03-17,17:59:21,positive
M3,209-09-4691,2020-03-17,23:58:36,positive
M4,691-50-2703,2020-03-17,3:15:57,negative
M5,307-99-5330,2020-03-17,22:36:03,positive
M6,414-24-7488,2020-03-17,11:57:59,positive
M7,319-16-7305,2020-03-17,9:59:29,positive
M8,345-56-7117,2020-03-17,20:32:23,negative
M9,526-93-8433,2020-03-17,3:22:08,positive
M10,426-02-2050,2020-03-17,5:27:16,positive
M1,339-13-2850,2020-03-17,5:28:32,negative
M2,281-23-9030,2020-03-17,12:00:49,positive
M3,621-18-2183,2020-03-17,10:47:07,negative
M4,394-86-4303,2020-03-17,23:27:21,negative
M5,383-16-2472,2020-03-17,10:57:47,negative
M6,128-05-4776,2020-03-17,2:20:12,negative
M7,212-42-0125,2020-03-17,20:58:00,negative
M8,232-14-8260,2020-03-17,7:24:30,negative
M9,770-68-9641,2020-03-17,18:56:55,negative
M10,172-73-5334,2020-03-17,3:56:35,positive
M5,649-06-8559,2020-03-17,4:17:59,positive
M6,720-41-8792,2020-03-17,6:43:31,negative
M7,751-74-1728,2020-03-17,18:43:58,negative
M8,768-95-8192,2020-03-17,8:54:55,positive
M9,890-10-6335,2020-03-17,22:41:55,positive
M10,161-28-0329,2020-03-17,17:24:39,positive
M7,280-74-5549,2020-03-17,11:16:06,positive
M8,298-99-1127,2020-03-17,15:45:23,negative
M9,734-76-8140,2020-03-17,20:24:19,positive
M5,815-55-4216,2020-03-17,19:51:15,negative
M6,625-91-1858,2020-03-17,19:17:59,negative
M7,372-80-5831,2020-03-17,11:45:51,negative
M8,839-73-9208,2020-03-17,10:35:18,positive
M9,757-32-5923,2020-03-17,22:38:27,positive
M10,407-44-0075,2020-03-17,20:30:44,negative
M6,715-71-7292,2020-03-17,13:22:38,negative
M7,145-52-6305,2020-03-17,19:15:05,negative
M8,332-89-5565,2020-03-17,9:09:46,positive
M9,149-91-3219,2020-03-17,5:06:43,positive
M10,280-86-5218,2020-03-17,11:57:58,positive
M1,818-37-9543,2020-03-17,17:47:11,positive
M2,676-82-2365,2020-03-17,8:13:33,negative
M3,150-39-6472,2020-03-17,21:49:01,positive
M4,752-45-0034,2020-03-17,11:43:31,positive
M5,585-34-8830,2020-03-17,23:20:56,negative
M6,473-38-3723,2020-03-17,22:51:03,negative
M7,546-39-1481,2020-03-17,3:56:44,positive
M8,113-31-3405,2020-03-17,14:02:04,negative
M9,832-39-1218,2020-03-17,21:00:29,positive
M10,712-59-0596,2020-03-17,0:22:23,positive
M1,877-86-8040,2020-03-17,0:10:56,negative
M2,538-49-9737,2020-03-17,5:30:42,positive
M3,119-92-7673,2020-03-17,15:03:56,positive
M4,829-02-0493,2020-03-17,0:47:31,positive
M5,545-18-5761,2020-03-17,20:46:33,negative
M6,114-44-0507,2020-03-17,6:33:38,negative
M7,800-82-5451,2020-03-17,4:18:34,negative
M8,844-51-2614,2020-03-17,7:43:43,negative
M9,608-06-0995,2020-03-17,10:13:11,negative
M10,416-84-4075,2020-03-17,5:46:38,positive
M1,217-51-4425,2020-03-17,10:33:06,positive
M2,357-31-4190,2020-03-17,1:27:18,positive
M3,125-12-0653,2020-03-17,3:45:33,positive
M4,570-31-3227,2020-03-17,20:56:10,negative
M5,136-34-7533,2020-03-17,12:34:50,positive
M6,451-34-9971,2020-03-17,7:45:00,positive
M7,754-50-8444,2020-03-17,9:33:50,negative
M8,423-90-5414,2020-03-17,9:52:47,negative
M9,199-70-5471,2020-03-17,20:00:45,negative
M10,557-75-6916,2020-03-17,21:28:00,negative
M1,137-26-3062,2020-03-17,10:11:57,negative
M5,736-26-2030,2020-03-17,8:58:23,positive
M6,467-09-3294,2020-03-17,13:26:03,negative
M7,609-99-3465,2020-03-17,12:54:57,positive
M8,497-21-3128,2020-03-17,20:06:54,positive
M9,497-36-1226,2020-03-17,10:45:15,negative
M10,617-40-9317,2020-03-17,5:56:01,positive
M8,549-01-5574,2020-03-17,21:03:40,negative
M9,118-65-5165,2020-03-17,18:45:29,positive
M10,622-45-4168,2020-03-17,5:58:55,negative
M1,628-83-6804,2020-03-17,2:12:35,negative
M2,729-71-9048,2020-03-17,6:01:59,negative
M3,632-57-8716,2020-03-17,23:07:44,negative
M4,321-86-5388,2020-03-17,2:09:11,positive
M5,826-79-3219,2020-03-17,14:09:30,negative
M6,850-93-5278,2020-03-17,3:43:24,negative
M7,147-26-7467,2020-03-17,21:40:31,positive
M8,471-45-1146,2020-03-17,23:25:48,positive
M9,158-52-8245,2020-03-17,22:23:28,positive
M10,576-02-9582,2020-03-17,3:18:05,negative
M1,130-16-0739,2020-03-17,8:35:51,negative
M2,575-92-8461,2020-03-17,13:56:04,positive
M3,120-25-3281,2020-03-17,19:46:29,negative
M4,223-98-3216,2020-03-17,5:02:23,negative
M5,465-35-1033,2020-03-17,2:29:32,negative
M6,766-75-2201,2020-03-17,8:43:17,positive
M7,322-05-1737,2020-03-17,3:40:35,negative
M8,297-37-9102,2020-03-17,9:48:48,negative
M9,232-53-8353,2020-03-17,1:23:33,positive
M10,823-42-8122,2020-03-17,1:16:51,negative
M1,521-58-3341,2020-03-17,19:03:24,positive
M2,507-86-7135,2020-03-17,7:16:51,positive
M3,256-08-9207,2020-03-17,2:02:31,negative
M4,212-65-7468,2020-03-17,21:03:10,positive
M5,705-89-2646,2020-03-17,19:51:16,positive
M6,339-16-3895,2020-03-17,13:49:05,negative
M5,444-80-4532,2020-03-17,18:27:32,negative
M6,776-66-7042,2020-03-17,4:07:00,negative
M7,296-99-8455,2020-03-17,18:20:58,positive
M8,213-55-1990,2020-03-17,5:43:57,positive
M9,324-74-9450,2020-03-17,19:54:30,negative
M10,314-07-1161,2020-03-17,4:10:49,positive
M3,513-65-6653,2020-03-17,10:08:29,negative
M4,791-91-7003,2020-03-17,0:29:00,negative
M5,494-37-6520,2020-03-17,8:21:35,positive
M6,307-08-1583,2020-03-17,2:49:34,negative
M7,442-37-9818,2020-03-17,16:13:08,negative
M8,550-52-7212,2020-03-17,13:20:47,positive
M9,723-03-3205,2020-03-17,2:31:41,positive
M10,192-86-7149,2020-03-17,21:45:23,positive
M1,243-11-1164,2020-03-17,19:49:16,positive
M2,374-94-8493,2020-03-17,10:27:19,positive
M3,447-87-2238,2020-03-17,9:49:20,positive
M4,300-08-6676,2020-03-17,16:34:00,negative
M5,361-58-1523,2020-03-17,5:34:48,negative
M6,659-20-9780,2020-03-17,13:16:22,positive
M7,123-32-3789,2020-03-17,17:01:00,negative
M8,593-69-7039,2020-03-17,11:38:27,negative
M9,415-70-0083,2020-03-17,22:16:36,negative
M10,802-53-7486,2020-03-17,3:04:33,positive
M1,597-59-3795,2020-03-17,14:45:13,negative
M2,683-24-6985,2020-03-17,18:55:13,negative
M3,709-84-0964,2020-03-17,15:08:56,negative
M4,448-22-2068,2020-03-17,5:14:27,negative
M5,382-07-1152,2020-03-17,8:25:50,negative
M6,599-82-6105,2020-03-17,6:20:38,negative
M7,297-68-1026,2020-03-17,10:29:00,positive
M8,657-29-0406,2020-03-17,7:03:39,negative
M9,783-71-7910,2020-03-17,2:12:12,positive
M10,338-95-3889,2020-03-17,7:16:50,positive
M1,729-72-2297,2020-03-17,0:34:48,positive
M2,819-29-1251,2020-03-17,1:39:19,positive
M3,335-44-4764,2020-03-17,23:24:15,positive
M4,680-24-8095,2020-03-17,22:01:38,positive
M5,526-57-4269,2020-03-17,12:15:21,positive
M6,131-88-0919,2020-03-17,11:48:04,positive
M7,163-93-1046,2020-03-17,13:34:15,positive
M8,148-09-5382,2020-03-17,20:47:56,negative
M9,660-64-1585,2020-03-17,20:12:03,negative
M10,461-53-2979,2020-03-17,0:58:28,positive
M1,538-94-3832,2020-03-17,4:01:24,negative
M2,665-84-8481,2020-03-17,7:30:52,positive
M3,504-05-9446,2020-03-17,18:00:17,negative
M4,500-11-6585,2020-03-17,18:02:43,negative
M5,143-44-9497,2020-03-17,12:27:14,positive
M6,770-02-8107,2020-03-17,19:59:46,positive
M7,432-50-4369,2020-03-17,1:33:57,negative
M8,745-40-6052,2020-03-17,1:15:01,positive
M9,653-31-5976,2020-03-17,5:22:04,positive
M10,105-26-0727,2020-03-17,9:24:20,positive
M1,433-88-0101,2020-03-17,11:22:10,positive
